,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
982086,2352,1346,4,974401477,M,50,13,41076,Cat People (1982),Horror,False
432528,1899,2,3,974777408,F,45,6,02135,Jumanji (1995),Adventure|Children's|Fantasy,False
766738,3687,5,4,966319284,F,50,1,62221,Father of the Bride Part II (1995),Comedy,False
869049,2230,371,2,974598853,F,45,1,60302,"Paper, The (1994)",Comedy|Drama,False
965491,2077,460,1,980062751,M,18,0,55112,Getting Even with Dad (1994),Comedy,False
985867,3965,2900,3,965668469,M,18,11,65202,Monkey Shines (1988),Horror|Sci-Fi,False
329380,3769,3072,4,966057521,M,25,15,02446,Moonstruck (1987),Comedy,False
792718,4169,491,3,975804989,M,50,0,66048,"Man Without a Face, The (1993)",Drama,False
723304,4312,2416,3,966462112,M,25,18,78757,Back to School (1986),Comedy,False
478696,3277,1012,2,968175049,M,25,17,94107,Old Yeller (1957),Children's|Drama,False
66865,3518,2628,2,966958833,F,18,7,11215,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
820208,4458,1295,3,965095155,F,25,4,15701-2017,"Unbearable Lightness of Being, The (1988)",Drama,False
517513,4507,2872,5,964981680,M,18,4,61820,Excalibur (1981),Action|Drama|Fantasy|Romance,False
97080,2258,110,4,974589929,F,18,4,10033,Braveheart (1995),Action|Drama|War,False
988854,5312,2992,2,965185411,M,25,1,10463,Rawhead Rex (1986),Horror|Thriller,False
230974,2106,2337,2,976287804,F,18,20,495321,Velvet Goldmine (1998),Drama,False
366814,4352,1059,3,965233315,M,18,4,11010,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,False
31407,928,1721,2,975192339,F,56,16,98199,Titanic (1997),Drama|Romance,False
748472,5831,951,4,957896372,M,25,1,92120,His Girl Friday (1940),Comedy,False
421030,5971,3359,5,957314712,M,35,7,49504,Breaking Away (1979),Drama,False
647119,5605,2455,4,1003957312,F,18,2,95008,"Fly, The (1986)",Horror|Sci-Fi,False
872631,2962,1975,2,978980752,M,35,3,94109,Friday the 13th Part 2 (1981),Horror,False
96310,549,110,3,976067974,M,25,6,53217,Braveheart (1995),Action|Drama|War,False
880741,261,410,3,976670868,M,25,20,75801,Addams Family Values (1993),Comedy,False
882959,2454,516,5,974235572,M,18,0,97005,Renaissance Man (1994),Comedy|Drama|War,False
679214,2106,616,1,974755805,F,18,20,495321,"Aristocats, The (1970)",Animation|Children's,False
237151,4077,509,4,965444857,F,35,2,22030,"Piano, The (1993)",Drama|Romance,False
830079,2380,1231,4,996083154,M,25,4,22903,"Right Stuff, The (1983)",Drama,False
309086,3709,272,4,966274958,M,25,12,89502,"Madness of King George, The (1994)",Drama,False
994093,1335,3428,1,974818990,M,35,0,14228,"Champ, The (1979)",Drama,False
373134,2436,3173,3,1015941957,M,25,7,22902,Any Given Sunday (1999),Drama,False
191561,4449,2997,5,965086768,M,25,12,27513,Being John Malkovich (1999),Comedy,False
525361,3526,3175,4,966904459,M,35,2,62263-3004,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
846803,2181,1603,2,974666996,M,25,0,45245,Mimic (1997),Sci-Fi|Thriller,False
692611,1050,2574,2,974964324,M,25,1,97302,"Out-of-Towners, The (1999)",Comedy,False
917073,5954,3330,3,957128750,M,45,11,70802,Splendor in the Grass (1961),Drama,False
333079,4387,1569,5,965181999,F,18,4,63109,My Best Friend's Wedding (1997),Comedy|Romance,False
555078,5831,216,3,1024075826,M,25,1,92120,Billy Madison (1995),Comedy,False
280437,5501,2013,4,959795922,M,25,2,33334,"Poseidon Adventure, The (1972)",Action|Adventure,False
840948,767,965,4,975452744,M,25,12,45241,"39 Steps, The (1935)",Thriller,False
281817,1271,2599,5,974815285,F,45,6,54401,Election (1999),Comedy,False
849878,702,3196,5,975562259,M,35,7,90808,Stalag 17 (1953),Drama|War,False
411233,3681,3253,4,966534585,M,25,7,29662,Wayne's World (1992),Comedy,False
877484,1312,239,3,974780740,M,25,14,60153,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance,False
580982,2740,3070,2,973222774,M,45,17,22181,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,False
272478,5664,1923,5,959389162,M,18,4,48363,There's Something About Mary (1998),Comedy,False
862607,3806,1986,3,965966461,M,18,4,55104,Halloween 5: The Revenge of Michael Myers (1989),Horror,False
216681,3281,1036,5,968167264,M,25,17,79705,Die Hard (1988),Action|Thriller,False
978571,1698,2610,5,974708663,M,35,2,97214,Three Seasons (1999),Drama,False
62467,3032,2194,4,970342435,M,25,0,47303,"Untouchables, The (1987)",Action|Crime|Drama,False
24679,3430,1270,4,975717107,F,45,1,15208,Back to the Future (1985),Comedy|Sci-Fi,False
74341,5039,1687,1,962513136,F,35,4,97068,"Jackal, The (1997)",Action|Thriller,False
74768,1395,1213,3,975005360,M,25,2,07026,GoodFellas (1990),Crime|Drama,False
776915,710,350,1,975568476,M,25,20,85207,"Client, The (1994)",Drama|Mystery|Thriller,False
106914,3836,1873,5,965924076,F,50,8,84770,"Misérables, Les (1998)",Drama,False
660737,4386,3526,4,965340717,M,25,5,74055,Parenthood (1989),Comedy|Drama,False
232818,5047,866,5,962498432,M,45,6,23452,Bound (1996),Crime|Drama|Romance|Thriller,False
814971,1924,1183,3,974695237,F,56,6,90630,"English Patient, The (1996)",Drama|Romance|War,False
786856,5650,1713,4,958865622,F,35,12,91104,Mouse Hunt (1997),Children's|Comedy,False
324219,1714,2406,3,974711757,M,25,17,43212,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,False
900562,1491,382,2,974754188,M,18,4,06511,Wolf (1994),Drama|Horror,False
343195,4253,912,5,965308323,M,45,11,03301,Casablanca (1942),Drama|Romance|War,False
92568,5448,1293,4,959964792,M,45,19,60626,Gandhi (1982),Drama,False
691384,4977,1334,1,962601570,M,25,4,92507,"Blob, The (1958)",Horror|Sci-Fi,False
983868,4277,917,3,985510760,M,35,16,98133,"Little Princess, The (1939)",Children's|Drama,False
614228,3589,553,1,966656253,F,45,0,80010,Tombstone (1993),Western,False
549838,791,2109,5,981769088,M,35,7,27511,"Jerk, The (1979)",Comedy,False
568953,5785,440,4,959869145,F,25,7,60607,Dave (1993),Comedy|Romance,False
954003,1926,2928,5,974771837,F,1,0,95404,"Razor's Edge, The (1984)",Drama,False
784079,2665,2798,2,974667748,M,35,11,98443,Problem Child (1990),Comedy,False
397771,1279,1777,2,974853048,M,35,1,98502,"Wedding Singer, The (1998)",Comedy|Romance,False
794542,2407,905,5,974254569,M,35,16,11358,It Happened One Night (1934),Comedy,False
452771,5762,2080,3,958221295,F,35,6,55125,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
402242,2164,1060,5,974616477,M,35,0,95826,Swingers (1996),Comedy|Drama,False
400691,4085,3160,2,965453344,F,25,6,79416,Magnolia (1999),Drama,False
16493,3688,1035,2,991371318,M,18,6,21202,"Sound of Music, The (1965)",Musical,False
923036,3675,1416,2,966367846,M,35,7,06680,Evita (1996),Drama|Musical,False
908055,1607,3224,3,974732959,M,45,1,02135,Woman in the Dunes (Suna no onna) (1964),Drama,False
188947,1709,1079,2,974707142,M,25,0,73147,"Fish Called Wanda, A (1988)",Comedy,False
384445,5555,2320,3,959649592,M,1,10,37830,Apt Pupil (1998),Drama|Thriller,False
378507,355,337,5,977031605,M,18,3,55107,What's Eating Gilbert Grape (1993),Drama,False
847913,3327,507,4,967868101,M,18,12,91423,"Perfect World, A (1993)",Action|Drama,False
578199,4078,2641,2,965604273,M,25,15,28226,Superman II (1980),Action|Adventure|Sci-Fi,False
934171,5282,69,4,961166425,F,18,4,63146,Friday (1995),Comedy,False
456941,4078,3608,3,965603706,M,25,15,28226,Pee-wee's Big Adventure (1985),Comedy,False
777482,2419,3130,3,974241516,M,25,0,06096,Bonfire of the Vanities (1990),Comedy,False
367208,2223,454,3,975262230,M,25,2,60123,"Firm, The (1993)",Drama|Thriller,False
557624,4621,2710,3,964119278,M,25,4,94305,"Blair Witch Project, The (1999)",Horror,False
879519,984,19,1,975115459,M,50,16,92129,Ace Ventura: When Nature Calls (1995),Comedy,False
581699,5627,2414,4,959041948,M,25,0,07040,Young Sherlock Holmes (1985),Action|Adventure|Mystery,False
590207,2559,2694,3,973988475,M,18,10,53207,Big Daddy (1999),Comedy,False
594458,2824,3004,2,1005967312,M,18,4,02111,"Bachelor, The (1999)",Comedy|Romance,False
291410,3341,2890,5,967799212,M,25,20,91730,Three Kings (1999),Drama|War,False
111828,157,515,4,977248224,M,35,16,12866,"Remains of the Day, The (1993)",Drama,False
887779,5367,1417,1,960509825,M,18,4,55344,"Portrait of a Lady, The (1996)",Drama,False
207565,5387,2617,4,960330202,F,25,1,45056,"Mummy, The (1999)",Action|Adventure|Horror|Thriller,False
176959,5795,1968,5,958078427,M,25,1,92688,"Breakfast Club, The (1985)",Comedy|Drama,False
66207,1624,2628,1,974774871,M,25,0,06810,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Fantasy|Sci-Fi,False
872967,524,366,4,976165053,M,18,0,91320,Wes Craven's New Nightmare (1994),Horror,False
352370,985,1221,5,975097890,M,25,4,32608,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
175819,1383,1968,2,974770375,F,25,7,19806,"Breakfast Club, The (1985)",Comedy|Drama,False
615108,2124,3261,4,974652459,M,25,0,12306,Singles (1992),Comedy|Drama|Romance,False
862728,1962,891,1,974759465,F,18,1,60914,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,False
763791,4352,2558,3,965534289,M,18,4,11010,Forces of Nature (1999),Comedy|Romance,False
47504,1530,260,5,974744622,M,25,4,53711,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
781162,3747,1541,4,966136311,M,45,13,89109,Addicted to Love (1997),Comedy|Romance,False
422472,3856,2124,5,965870675,F,35,20,93449,"Addams Family, The (1991)",Comedy,False
958925,1274,3746,5,1007064232,M,45,7,37343,Butterfly (La Lengua de las Mariposas) (2000),Drama|War,False
603211,2962,1892,2,978983627,M,35,3,94109,"Perfect Murder, A (1998)",Mystery|Thriller,False
107194,301,2858,5,976505621,M,18,4,61820,American Beauty (1999),Comedy|Drama,False
83659,1314,1610,4,975532156,F,18,4,68154,"Hunt for Red October, The (1990)",Action|Thriller,False
356289,605,1682,4,975870621,F,18,4,44425,"Truman Show, The (1998)",Drama,False
297721,4667,1089,5,969919798,M,25,14,94117,Reservoir Dogs (1992),Crime|Thriller,False
129974,3391,1196,5,967507674,M,18,4,48135,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
770161,5046,1285,2,962498990,M,25,16,60614,Heathers (1989),Comedy,False
332778,2102,1569,2,974654247,M,25,11,48825,My Best Friend's Wedding (1997),Comedy|Romance,False
759999,4852,2352,4,962850205,M,35,0,42025,"Big Chill, The (1983)",Comedy|Drama,False
46881,271,260,5,976636371,M,18,4,48202,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
310930,3778,1093,4,966047803,M,25,0,61832,"Doors, The (1991)",Drama|Musical,False
114489,2946,1408,3,971274725,M,35,16,92630,"Last of the Mohicans, The (1992)",Action|Romance|War,False
347977,4473,1674,5,965073414,M,35,1,94121,Witness (1985),Drama|Romance|Thriller,False
266543,4362,1704,3,965189067,M,25,17,85016,Good Will Hunting (1997),Drama,False
935052,3272,3299,3,971255667,M,35,0,08330,Hanging Up (2000),Comedy|Drama,False
799084,2537,906,4,974055453,M,35,11,37620,Gaslight (1944),Mystery|Thriller,False
679507,1676,546,1,974792421,M,18,4,91301,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi,False
793169,5319,3274,3,960875432,M,18,17,94941,Single White Female (1992),Action,False
373934,2106,253,2,974754884,F,18,20,495321,Interview with the Vampire (1994),Drama|Horror,False
540677,3892,1080,4,969753218,M,25,20,91505,Monty Python's Life of Brian (1979),Comedy,False
988897,2590,1330,3,973840525,M,18,4,94044,April Fool's Day (1986),Comedy|Horror,False
65263,3768,2268,3,987189843,M,25,4,86314,"Few Good Men, A (1992)",Crime|Drama,False
762235,4115,1920,3,965364581,M,25,15,99353,Small Soldiers (1998),Animation|Children's|Fantasy|War,False
951887,3620,1389,1,972834880,M,25,7,94117,Jaws 3-D (1983),Action|Horror,False
627168,4016,2554,3,965531476,M,50,0,33901,Children of the Damned (1963),Horror|Sci-Fi|Thriller,False
937725,3975,477,4,965667420,F,25,5,43229,What's Love Got to Do with It? (1993),Drama,False
290784,5755,3476,3,958266240,F,35,2,78744,Jacob's Ladder (1990),Horror|Mystery|Thriller,False
583247,5114,60,4,962312576,F,1,10,22932,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,False
890296,1181,2349,3,974983522,M,35,7,20716,Mona Lisa (1986),Comedy|Thriller,False
573603,5922,3362,3,957469908,M,56,3,94561,Dog Day Afternoon (1975),Comedy|Crime|Drama,False
212560,1835,2081,5,974877947,M,25,19,11501,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
266781,5305,1704,3,960939882,F,18,4,95602,Good Will Hunting (1997),Drama,False
509559,4140,2000,5,965350635,M,25,0,32112,Lethal Weapon (1987),Action|Comedy|Crime|Drama,False
570628,5084,88,5,963895117,M,18,4,10013,Black Sheep (1996),Comedy,False
651441,151,2985,5,977294726,F,25,20,85013,Robocop (1987),Action|Crime|Sci-Fi,False
842528,4981,123,5,962599721,M,50,1,55406,Chungking Express (1994),Drama|Mystery|Romance,False
269345,199,1279,2,976986937,M,18,4,83706,Night on Earth (1991),Comedy|Drama,False
520164,1339,1135,1,974871473,M,35,18,85275,Private Benjamin (1980),Comedy,False
373023,1626,3173,4,974749388,M,18,4,10010,Any Given Sunday (1999),Drama,False
229195,1502,39,3,974750610,M,18,4,12188,Clueless (1995),Comedy|Romance,False
648515,3224,2613,4,968703776,F,25,14,93428,Night of the Comet (1984),Action|Horror|Sci-Fi,False
559176,5754,3448,3,958272154,F,18,1,60640,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
15880,173,1035,3,1009652869,M,25,0,45237,"Sound of Music, The (1965)",Musical,False
436661,1051,1409,4,975111922,F,25,0,60513,Michael (1996),Comedy|Romance,False
710316,223,1405,5,976903331,M,25,17,28262,Beavis and Butt-head Do America (1996),Animation|Comedy,False
358017,749,42,2,976004582,M,35,18,56303,Dead Presidents (1995),Action|Crime|Drama,False
36067,5026,588,3,962578871,M,25,17,92584,Aladdin (1992),Animation|Children's|Comedy|Musical,False
519569,1916,899,4,974691073,M,45,7,90405,Singin' in the Rain (1952),Musical|Romance,False
529484,5837,2012,3,958144900,M,25,7,60607,Back to the Future Part III (1990),Comedy|Sci-Fi|Western,False
441362,4591,596,3,964328549,M,25,15,02143,Pinocchio (1940),Animation|Children's,False
13584,4796,595,5,962983488,M,35,7,98103,Beauty and the Beast (1991),Animation|Children's|Musical,False
80670,1068,3107,3,974953289,F,18,4,77581,Backdraft (1991),Action|Drama,False
890871,2825,1483,4,972611726,F,25,20,94014,Crash (1996),Drama|Thriller,False
478722,3626,1012,5,966621505,M,25,17,75075,Old Yeller (1957),Children's|Drama,False
475512,2024,915,2,974672998,M,1,19,06614,Sabrina (1954),Comedy|Romance,False
786808,4220,1713,3,966456814,M,35,0,97225,Mouse Hunt (1997),Children's|Comedy,False
921465,1058,3007,4,974958419,M,25,1,97321,American Movie (1999),Documentary,False
309236,6000,272,3,956881792,M,45,17,30075,"Madness of King George, The (1994)",Drama,False
43214,4655,1,5,963900459,F,25,1,92037,Toy Story (1995),Animation|Children's|Comedy,False
642852,3514,2010,3,966972524,M,18,12,30318,Metropolis (1926),Sci-Fi,False
72060,2876,1210,5,972407796,M,25,17,02149,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
488004,3961,3704,4,967225939,M,25,1,45230,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi,False
184500,5562,1641,5,959370417,F,35,1,54650,"Full Monty, The (1997)",Comedy,False
85911,293,3071,5,976560163,M,56,1,55337-4056,Stand and Deliver (1987),Drama,False
299365,5394,913,4,980666938,M,18,0,60618,"Maltese Falcon, The (1941)",Film-Noir|Mystery,False
471298,4291,1371,1,965278917,M,35,14,98125,Star Trek: The Motion Picture (1979),Action|Adventure|Sci-Fi,False
247520,5347,224,3,960667601,M,25,6,53705,Don Juan DeMarco (1995),Comedy|Drama|Romance,False
303684,4618,3624,4,964126544,M,25,14,97202,Shanghai Noon (2000),Action,False
450377,1820,316,4,974698089,M,25,20,50265,Stargate (1994),Action|Adventure|Sci-Fi,False
257567,5913,2282,5,957357554,F,18,0,47901,Pecker (1998),Comedy|Drama,False
469016,1776,1009,3,985102575,M,25,0,45801,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,False
472176,2793,2174,3,972941478,M,35,7,70116,Beetlejuice (1988),Comedy|Fantasy,False
712781,424,173,2,1017693761,M,25,17,55112,Judge Dredd (1995),Action|Adventure|Sci-Fi,False
589696,4867,2243,3,962891945,M,25,16,04101,Broadcast News (1987),Comedy|Drama|Romance,False
929836,5604,362,5,959459657,M,35,15,63117,"Jungle Book, The (1994)",Adventure|Children's|Romance,False
638437,518,446,5,980809513,F,35,12,75240,Farewell My Concubine (1993),Drama|Romance,False
926772,1613,3444,3,974739416,M,18,20,61801,Bloodsport (1988),Action,False
212542,1733,2081,3,986711050,M,18,14,43725,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
118345,3900,480,4,965845862,F,25,14,55343,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
83282,5769,1253,4,958174452,M,45,14,05602,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi,False
521281,163,539,4,977321682,M,18,4,85013,Sleepless in Seattle (1993),Comedy|Romance,False
602762,767,2764,4,1022712884,M,25,12,45241,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller,False
840617,4387,3725,3,965251708,F,18,4,63109,American Pop (1981),Animation|Musical,False
371576,368,538,5,976312878,M,25,0,90293,Six Degrees of Separation (1993),Drama,False
33608,1727,2294,4,974712855,M,35,16,50317,Antz (1998),Animation|Children's,False
91835,5205,1544,3,961640701,M,25,1,02908,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
621884,1322,3516,5,974778316,M,56,0,94043,"Bell, Book and Candle (1958)",Comedy|Romance,False
383461,3046,2688,3,970187390,M,1,4,46311,"General's Daughter, The (1999)",Drama|Thriller,False
161086,3625,457,4,966562413,M,18,10,48439,"Fugitive, The (1993)",Action|Thriller,False
208168,2820,3671,2,972658198,F,35,0,02138,Blazing Saddles (1974),Comedy|Western,False
495113,3512,2193,4,966975645,M,18,17,02140,Willow (1988),Action|Adventure|Fantasy,False
132646,1985,736,3,974684846,M,45,12,92122,Twister (1996),Action|Adventure|Romance|Thriller,False
663341,714,3398,4,975782291,M,18,4,76013,"Muppets Take Manhattan, The (1984)",Children's|Comedy,False
922814,5593,2672,4,959226810,M,50,16,90210,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,False
669801,1130,3635,5,975363435,M,18,7,60012,"Spy Who Loved Me, The (1977)",Action,False
843915,5614,1172,3,959132736,M,25,0,12833,Cinema Paradiso (1988),Comedy|Drama|Romance,False
920904,5256,3841,3,971966027,M,25,16,30269,Air America (1990),Action|Comedy,False
886619,4352,93,3,965534562,M,18,4,11010,Vampire in Brooklyn (1995),Comedy|Romance,False
929133,3600,1592,3,966620233,M,35,20,94506,Air Bud (1997),Children's|Comedy,False
276069,2397,461,4,974292328,F,35,11,43201,Go Fish (1994),Drama|Romance,False
550119,3754,2109,5,966118689,M,56,7,94612,"Jerk, The (1979)",Comedy,False
851615,2085,1894,3,974656054,M,18,0,06360,Six Days Seven Nights (1998),Adventure|Comedy|Romance,False
592514,2537,141,2,974051537,M,35,11,37620,"Birdcage, The (1996)",Comedy,False
514140,3912,1203,5,965859046,M,25,4,19104,12 Angry Men (1957),Drama,False
61946,169,2194,5,977205819,M,25,7,55439,"Untouchables, The (1987)",Action|Crime|Drama,False
505718,2279,1129,3,974561297,M,50,7,08816,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,False
978869,1141,57,2,974878176,F,25,3,84770,Home for the Holidays (1995),Drama,False
48521,3592,260,5,970206436,F,56,2,99701,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
935145,270,3825,3,1004988543,M,50,14,55414,Coyote Ugly (2000),Drama,False
724254,1587,2792,3,974736232,F,25,3,30308,Airplane II: The Sequel (1982),Comedy,False
543215,5111,3194,2,962333754,M,35,2,78006,"Way We Were, The (1973)",Drama,False
329996,5958,3074,5,957403130,M,45,14,94301,Jeremiah Johnson (1972),Western,False
390894,3579,2699,4,966710783,M,18,0,32219,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
499949,1908,2424,3,974874045,M,56,13,95129,You've Got Mail (1998),Comedy|Romance,False
504079,5824,1125,3,957969861,M,18,12,18052,"Return of the Pink Panther, The (1974)",Comedy,False
887008,3945,2120,3,965692303,F,45,1,96778,Needful Things (1993),Drama|Horror,False
239550,5543,47,4,959514808,M,25,17,97401,Seven (Se7en) (1995),Crime|Thriller,False
84600,4746,1610,4,963245079,M,50,1,19087-3622,"Hunt for Red October, The (1990)",Action|Thriller,False
408468,5923,3755,4,977085084,M,25,7,05401,"Perfect Storm, The (2000)",Action|Adventure|Thriller,False
196333,1968,1580,3,974685243,M,25,11,85258,Men in Black (1997),Action|Adventure|Comedy|Sci-Fi,False
57980,2855,608,5,972506653,M,25,4,94102,Fargo (1996),Crime|Drama|Thriller,False
469499,1100,333,1,974926009,M,25,0,60090,Tommy Boy (1995),Comedy,False
810893,5312,3088,3,962235614,M,25,1,10463,Harvey (1950),Comedy,False
673161,5795,1391,1,958144653,M,25,1,92688,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,False
476038,1503,1376,4,974764335,M,25,12,92688,Star Trek IV: The Voyage Home (1986),Action|Adventure|Sci-Fi,False
320331,1943,34,4,974764257,M,18,4,91501,Babe (1995),Children's|Comedy|Drama,False
6339,1172,1197,5,974858936,F,25,0,61801,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,False
337264,4425,1296,4,965114890,M,35,7,98607,"Room with a View, A (1986)",Drama|Romance,False
37018,2595,783,3,973823560,M,18,4,15213,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical,False
566118,352,788,4,976325341,M,18,4,60115,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
575484,3285,999,3,968118481,M,25,4,44706,2 Days in the Valley (1996),Crime,False
320670,3158,34,5,993071620,M,25,15,15217,Babe (1995),Children's|Comedy|Drama,False
943822,5636,3177,2,1003626013,M,25,7,98102,Next Friday (1999),Comedy,False
373213,3441,3173,4,972764778,F,25,14,94109,Any Given Sunday (1999),Drama,False
786159,3205,2875,3,968564649,F,35,16,80304,Sommersby (1993),Drama|Mystery|Romance,False
150942,4962,1955,3,963101194,M,25,6,55439,Kramer Vs. Kramer (1979),Drama,False
231781,3285,1466,5,968117899,M,25,4,44706,Donnie Brasco (1997),Crime|Drama,False
706844,3945,1468,2,965687658,F,45,1,96778,Booty Call (1997),Comedy|Romance,False
350109,1579,1573,4,1010547745,M,25,0,60201,Face/Off (1997),Action|Sci-Fi|Thriller,False
633203,5389,2311,3,960328460,M,45,7,01905,2010 (1984),Mystery|Sci-Fi,False
995806,5824,61,3,957967025,M,18,12,18052,Eye for an Eye (1996),Drama|Thriller,False
426331,824,1256,5,975377419,M,35,12,94530,Duck Soup (1933),Comedy|War,False
151795,4964,235,4,962619840,M,35,0,94110,Ed Wood (1994),Comedy|Drama,False
107721,1194,2858,5,1036261127,F,25,1,95617,American Beauty (1999),Comedy|Drama,False
755407,710,303,3,975572956,M,25,20,85207,"Quick and the Dead, The (1995)",Action|Adventure|Western,False
443997,2056,1345,5,974660458,M,25,4,56301,Carrie (1976),Horror,False
317794,2414,32,5,974256387,M,25,1,49503,Twelve Monkeys (1995),Drama|Sci-Fi,False
11682,2383,919,4,974415533,F,25,14,95125,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,False
589209,977,2243,3,975109506,M,25,2,80110,Broadcast News (1987),Comedy|Drama|Romance,False
267138,3882,3163,4,967034838,M,56,14,55337,Topsy-Turvy (1999),Drama,False
888865,5305,1290,5,965005523,F,18,4,95602,Some Kind of Wonderful (1987),Drama|Romance,False
86360,1162,902,4,974864650,F,35,0,97213,Breakfast at Tiffany's (1961),Drama|Romance,False
965307,3096,426,4,969642853,F,45,3,38028,Body Snatchers (1993),Horror|Sci-Fi|Thriller,False
799646,678,928,4,978702405,M,25,0,34952,Rebecca (1940),Romance|Thriller,False
309447,1884,24,3,975648024,M,45,20,93108,Powder (1995),Drama|Sci-Fi,False
95189,4508,3256,3,964982042,M,25,20,15701,Patriot Games (1992),Action|Thriller,False
62966,5679,2194,4,958617765,M,35,2,33020,"Untouchables, The (1987)",Action|Crime|Drama,False
93122,4779,1188,4,963018188,M,45,3,04011,Strictly Ballroom (1992),Comedy|Romance,False
296949,1134,1089,5,974880869,M,18,20,19114,Reservoir Dogs (1992),Crime|Thriller,False
433032,1449,2498,1,975699131,M,35,20,17112,My Favorite Martian (1999),Comedy|Sci-Fi,False
746329,5914,2917,4,957332738,M,35,2,91344,Body Heat (1981),Crime|Thriller,False
336260,3715,2017,3,966265575,M,18,5,55428,Babes in Toyland (1961),Children's|Fantasy|Musical,False
836302,3646,1419,3,966467781,M,35,20,98106,Walkabout (1971),Drama,False
399379,2820,1343,4,972662523,F,35,0,02138,Cape Fear (1991),Thriller,False
432712,3650,2,1,966459984,M,25,0,60611,Jumanji (1995),Adventure|Children's|Fantasy,False
677446,2378,466,2,974330832,M,25,3,75150,Hot Shots! Part Deux (1993),Action|Comedy|War,False
543658,2941,2393,3,971348092,M,35,12,98033,Star Trek: Insurrection (1998),Action|Sci-Fi,False
304876,5269,2395,5,966914529,M,18,0,37211,Rushmore (1998),Comedy,False
424933,3947,1252,5,965688176,M,25,0,90019,Chinatown (1974),Film-Noir|Mystery|Thriller,False
766751,3900,5,4,965877021,F,25,14,55343,Father of the Bride Part II (1995),Comedy,False
720606,1748,798,3,1027840868,M,50,1,04240,Daylight (1996),Action|Adventure|Thriller,False
464212,2225,904,5,979411501,M,25,5,96815,Rear Window (1954),Mystery|Thriller,False
797446,1632,3683,5,974717236,M,25,16,94120,Blood Simple (1984),Drama|Film-Noir,False
942979,4658,71,1,963967640,M,25,4,99163,Fair Game (1995),Action,False
148634,6001,1597,3,956807032,F,25,7,94117,Conspiracy Theory (1997),Action|Mystery|Romance|Thriller,False
473655,2876,1374,2,973281466,M,25,17,02149,Star Trek: The Wrath of Khan (1982),Action|Adventure|Sci-Fi,False
43672,5943,1,4,957201728,F,45,1,19806,Toy Story (1995),Animation|Children's|Comedy,False
589091,6030,3033,5,956718824,M,25,17,32618,Spaceballs (1987),Comedy|Sci-Fi,False
94948,3377,3256,4,967587986,M,25,17,03570,Patriot Games (1992),Action|Thriller,False
689962,5724,1258,4,958498288,M,25,15,94102,"Shining, The (1980)",Horror,False
281423,4458,1794,3,965076554,F,25,4,15701-2017,Love and Death on Long Island (1997),Comedy|Drama,False
881712,970,280,4,980625099,M,25,0,27615,Murder in the First (1995),Drama|Thriller,False
859846,3681,1590,5,966354750,M,25,7,29662,Event Horizon (1997),Action|Mystery|Sci-Fi|Thriller,False
636288,2129,3576,4,983417865,M,25,5,04103,"Hidden, The (1987)",Action|Horror|Sci-Fi,False
